Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Target
1,42,1,9119,1,1,144,1,34,34,0,0,119.5,0,0,0,1,1,0,18,0,0,5,6,1,10,0,0,5,7,1,12,0,10.8,1.4,1.74,Dropout
1,39,1,9991,0,1,130,1,1,1,4,10,115.2,0,0,0,1,1,0,24,0,0,5,5,4,12,0,0,5,6,5,12.66666667,0,12.4,0.5,1.79,Enrolled
1,18,1,9670,1,1,140,1,1,37,9,9,130.2,1,0,0,1,1,0,22,0,0,6,11,4,13,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,Graduate
1,17,4,9254,1,1,130,1,19,1,5,5,130,1,0,0,1,1,0,18,0,0,6,7,4,11,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
1,16,2,9238,1,1,130,1,37,37,5,6,126.9,1,0,0,1,0,0,18,0,0,6,8,6,13.57142857,0,0,6,11,5,12.16666667,0,9.4,-0.8,-3.12,Graduate
1,1,2,9070,1,1,152,101,2,1,9,1,168.5,1,0,0,1,1,0,21,1,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate
4,39,1,9500,1,1,133.1,1,37,37,9,9,130,0,0,1,1,0,0,38,0,0,7,13,3,11.83333333,0,0,7,14,2,10,0,16.2,0.3,-0.92,Dropout
1,18,1,9556,1,1,140,1,38,37,9,9,122.8,0,0,0,1,0,1,19,0,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,Graduate
6,39,1,9500,1,1,133.1,1,37,37,9,9,110,0,0,0,1,0,0,36,0,0,7,12,4,11.5,0,0,7,14,3,12.33333333,0,16.2,0.3,-0.92,Dropout
1,16,1,9085,1,1,140,1,1,1,9,9,127.1,1,0,0,1,0,0,18,0,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,Graduate
1,1,3,9500,1,1,133.1,1,19,19,5,5,108.5,1,0,0,1,0,0,19,0,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,Graduate
1,53,1,9085,1,42,140,1,19,38,9,9,138.2,0,0,1,0,0,0,21,0,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
1,1,2,9500,1,1,133.1,1,19,38,192,192,96,1,0,0,1,0,0,19,0,0,7,10,6,13.59833333,0,0,8,11,6,11.93333333,0,11.1,0.6,2.02,Enrolled
1,1,1,9238,1,1,135,1,19,19,9,9,124.5,0,0,0,1,0,1,18,0,0,6,11,5,11.14285714,0,0,6,8,6,12.28571429,0,16.2,0.3,-0.92,Graduate
2,7,1,9500,1,3,120,1,37,19,9,7,120,1,0,0,1,0,0,45,0,7,11,11,11,12.7,0,6,10,12,10,12.96818182,0,13.9,-0.3,0.79,Enrolled
1,17,1,9147,1,1,140,1,37,37,9,7,132.3,1,0,0,1,0,0,20,0,0,5,9,1,10,0,0,5,10,1,11,0,7.6,2.6,0.32,Dropout
1,17,1,9254,1,1,128,1,19,1,5,7,120.7,1,0,1,1,0,0,18,0,0,6,8,6,11.66666667,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,Graduate
1,1,1,9670,1,1,141,1,1,19,4,4,132.6,0,0,0,1,0,1,18,0,0,6,8,6,14,0,0,6,7,6,13.14285714,0,11.1,0.6,2.02,Graduate
1,7,2,9130,1,3,140,1,34,34,0,0,140,0,0,0,1,0,0,25,0,0,5,9,0,0,4,0,5,9,0,0,3,10.8,1.4,1.74,Dropout
1,1,6,9500,1,1,139,1,1,1,4,4,124.5,1,0,0,1,0,0,19,0,0,8,9,7,12.04142857,0,0,8,9,7,12.04142857,0,10.8,1.4,1.74,Graduate
1,1,1,171,1,1,142,1,19,19,7,7,142,1,0,0,1,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,Graduate
1,7,1,9254,1,40,130,1,1,1,3,6,130,0,0,0,1,0,0,39,0,12,13,14,13,13.76923077,0,9,12,16,12,14.58333333,0,13.9,-0.3,0.79,Graduate
2,39,1,9003,1,1,130,1,38,37,9,9,144,0,0,0,1,0,0,29,0,13,18,20,18,15.44444444,0,11,13,13,13,15.30769231,0,15.5,2.8,-4.06,Graduate
1,17,1,9853,1,1,125,1,19,19,4,7,128.5,1,0,0,1,0,0,18,0,0,7,9,6,11.5,0,0,7,8,7,12.71428571,0,13.9,-0.3,0.79,Enrolled
1,7,1,9070,1,3,140,1,37,2,9,3,140,0,0,0,0,0,0,23,0,0,3,3,2,10,0,0,6,0,0,0,0,10.8,1.4,1.74,Dropout
1,42,1,9853,1,1,120,1,1,37,5,5,113.9,1,0,0,1,0,0,21,0,0,6,8,4,12.25,0,0,6,13,3,10.33333333,0,12.7,3.7,-1.7,Dropout
1,1,1,9238,1,1,147,1,1,19,4,4,137.2,0,0,0,0,0,0,18,0,0,6,6,6,14.5,0,0,6,6,6,15.16666667,0,10.8,1.4,1.74,Graduate
1,7,1,9085,1,40,140,1,1,19,5,5,140,1,0,0,1,0,0,23,0,0,6,7,6,15.57142857,0,0,6,8,6,16.375,0,12.4,0.5,1.79,Graduate
1,1,1,9130,1,1,161,1,1,19,4,4,152.3,0,0,0,1,0,0,18,0,0,6,7,6,15.57142857,0,0,6,7,6,14.71428571,0,11.1,0.6,2.02,Graduate
2,39,1,8014,0,19,133.1,1,37,37,4,8,112.5,0,0,0,1,0,0,32,0,0,6,8,5,13.8,0,0,6,7,6,12.16666667,0,9.4,-0.8,-3.12,Graduate
2,39,2,9147,1,1,150,1,19,37,9,7,101,0,0,1,0,0,0,29,0,0,5,8,3,10.66666667,0,0,5,14,2,14.8,0,10.8,1.4,1.74,Dropout
1,1,6,9238,1,1,113,1,1,38,194,163,112.3,1,0,1,1,0,1,20,0,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,Graduate
1,39,1,9238,1,1,140,1,34,34,0,0,114,1,0,0,0,0,0,28,0,0,6,11,1,13,0,0,6,12,0,0,0,9.4,-0.8,-3.12,Dropout
1,7,1,9147,1,3,130,1,38,38,1,9,130,0,0,0,1,0,0,27,0,0,5,9,3,12,0,0,5,11,4,13.625,0,10.8,1.4,1.74,Graduate
1,43,2,9500,1,1,120,1,37,34,90,0,121.5,0,0,1,1,0,0,22,0,11,14,14,12,12.33333333,2,11,14,14,12,12.33333333,2,7.6,2.6,0.32,Graduate
2,39,1,9003,1,19,133.1,1,19,37,9,10,120,0,0,1,1,0,0,37,0,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,Enrolled
1,7,1,8014,0,3,130,1,37,38,0,5,130,0,0,0,0,0,0,28,0,0,6,12,1,11,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
2,39,1,9003,1,1,120,1,37,37,9,9,125.7,0,0,1,0,0,0,43,0,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,Dropout
1,43,1,9556,1,1,140,1,37,37,9,9,128,1,0,0,0,0,0,32,0,0,7,7,0,0,7,0,8,8,0,0,7,10.8,1.4,1.74,Dropout
1,17,1,9238,1,1,123,1,1,1,9,9,113.2,0,0,0,1,0,1,20,0,0,6,11,4,10.75,0,0,6,13,5,11.5,0,15.5,2.8,-4.06,Enrolled
4,39,1,9500,1,19,133.1,1,38,1,9,4,120,0,0,0,1,0,1,35,0,0,8,9,8,13.63,1,0,8,9,8,13.63,1,9.4,-0.8,-3.12,Graduate
1,1,1,9670,1,1,130,1,37,37,0,0,117.8,1,0,0,1,0,0,21,0,0,5,8,3,13,0,0,5,7,4,11.5,1,7.6,2.6,0.32,Graduate
1,1,4,9500,1,1,126,1,19,19,7,9,121.3,1,0,0,1,0,1,18,0,0,7,9,6,13.53333333,0,0,7,7,7,12.22857143,0,12.4,0.5,1.79,Enrolled
1,1,1,9500,1,1,176,1,3,38,3,7,169.7,0,0,0,1,0,1,18,0,0,7,7,7,16.9,0,0,8,9,8,16.37777778,0,16.2,0.3,-0.92,Graduate
1,17,4,9238,1,1,124,1,19,19,5,8,117.7,1,0,0,1,0,0,18,0,0,6,10,5,12,0,0,6,11,4,12,0,16.2,0.3,-0.92,Graduate
1,44,1,8014,0,39,120,1,19,37,7,6,121.8,1,0,0,1,0,0,22,0,3,6,6,6,12.5,0,2,6,7,6,13.28571429,0,12.4,0.5,1.79,Graduate
1,1,2,9500,1,1,140,1,1,1,4,10,128.3,1,0,0,1,0,0,19,0,0,8,8,7,12.76428571,0,0,8,8,7,12.76428571,0,10.8,1.4,1.74,Graduate
1,18,2,9147,1,1,143,1,19,38,9,7,132.2,1,0,0,1,0,1,18,0,0,5,8,5,13.75,0,0,5,6,5,12.16666667,0,13.9,-0.3,0.79,Graduate
1,1,2,171,1,1,136,1,39,1,3,4,134.3,1,0,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Dropout
1,1,1,9500,1,1,132,1,19,1,9,5,123.4,0,0,0,1,0,1,18,0,0,7,7,7,14.60428571,0,0,8,9,8,15.68333333,0,11.1,0.6,2.02,Graduate
2,39,1,9991,0,19,133.1,1,19,39,5,3,121.7,0,0,1,0,0,0,31,0,0,5,7,0,0,0,0,5,7,0,0,0,16.2,0.3,-0.92,Dropout
2,39,1,8014,0,19,100,1,1,19,1,5,130,0,0,1,1,0,1,33,0,0,6,9,5,13.83333333,0,0,6,7,6,12.5,0,9.4,-0.8,-3.12,Graduate
1,1,3,9500,1,1,137,1,19,38,7,7,126.5,1,0,0,1,0,1,19,0,0,8,8,8,13.57625,0,0,8,8,8,13.57625,0,9.4,-0.8,-3.12,Graduate
1,17,1,9238,1,1,153,1,38,38,7,7,159.7,1,0,0,1,0,1,18,0,0,6,7,6,15.14285714,0,0,6,6,6,15.83333333,0,12.7,3.7,-1.7,Graduate
1,1,1,9147,1,1,160,1,9,19,4,3,151.3,0,0,0,1,0,0,23,0,0,5,8,3,10.66666667,0,0,5,8,5,11.6,0,7.6,2.6,0.32,Graduate
1,17,1,9238,1,1,145,1,38,38,5,7,138,1,0,0,1,0,0,20,0,0,6,11,5,11.2,0,0,6,6,6,12,0,9.4,-0.8,-3.12,Graduate
1,1,5,9500,1,1,137,1,38,38,4,8,126.5,1,0,0,1,0,0,18,0,0,8,8,8,13.76375,0,0,8,8,8,13.76375,0,9.4,-0.8,-3.12,Graduate
1,53,1,9085,1,42,140,1,1,1,4,3,140,1,0,1,1,0,0,21,0,7,9,10,8,13.25,0,4,9,14,5,12.2,0,8.9,1.4,3.51,Enrolled
1,1,1,9238,1,1,120,1,19,38,5,6,112.3,0,0,0,1,0,1,22,0,0,6,10,5,10.71428571,0,0,6,10,5,12.2,0,12.7,3.7,-1.7,Graduate
1,1,1,9238,1,1,122,1,1,19,4,4,127.3,1,0,1,1,0,0,20,0,0,6,6,6,12.16666667,0,0,6,7,6,11.66666667,0,9.4,-0.8,-3.12,Graduate
1,7,1,9500,1,3,130,1,19,38,4,10,130,1,0,0,1,0,0,23,0,1,7,8,6,14.35714286,0,1,7,8,6,14.35714286,0,7.6,2.6,0.32,Graduate
1,17,2,9773,1,1,133.1,1,3,1,4,5,115,1,0,0,1,0,0,19,0,0,6,6,6,12.83333333,0,0,6,6,6,12.66666667,0,16.2,0.3,-0.92,Graduate
1,17,6,9500,1,1,150,1,1,37,1,1,131.5,1,0,0,1,0,0,19,0,0,8,8,7,13.92571429,0,0,8,8,7,13.92571429,0,10.8,1.4,1.74,Graduate
1,39,1,9991,0,1,133.1,1,19,38,7,4,125.7,0,0,0,1,0,0,26,0,0,5,9,2,12,0,0,5,9,3,11,0,10.8,1.4,1.74,Dropout
1,1,6,9500,1,1,141,1,1,37,4,3,126.8,1,0,0,1,0,0,18,0,0,7,7,7,13.44285714,0,0,8,9,8,13.74444444,0,16.2,0.3,-0.92,Graduate
1,18,1,9119,1,1,146,1,1,37,7,7,132.4,1,0,0,1,1,0,18,0,0,5,5,1,16,0,0,5,5,0,0,0,9.4,-0.8,-3.12,Dropout
1,44,1,9003,1,39,150,1,38,37,9,9,150,1,0,0,1,1,0,20,0,0,6,8,6,13.125,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate
1,1,1,9670,1,1,133.1,1,3,1,4,4,95,0,0,0,1,1,0,19,0,0,6,7,0,0,0,0,6,6,0,0,0,15.5,2.8,-4.06,Dropout
1,43,1,9991,0,1,120,1,37,37,9,9,128.2,0,0,0,0,1,0,32,0,5,9,9,5,11.4,0,4,4,4,4,11,0,10.8,1.4,1.74,Dropout
2,39,1,9130,1,1,150,1,19,19,4,4,130,0,0,0,0,1,0,31,0,0,4,12,2,11,2,0,5,9,3,11.66666667,0,9.4,-0.8,-3.12,Dropout
1,39,1,9119,1,19,133.1,1,1,19,4,5,100,0,0,0,1,1,0,25,0,0,5,13,1,11,0,0,5,11,1,10,0,13.9,-0.3,0.79,Enrolled
1,42,1,9085,1,39,140,1,19,3,9,1,159.9,1,0,0,1,0,0,21,0,2,6,14,5,13.66666667,0,2,6,10,5,13,0,16.2,0.3,-0.92,Graduate
2,43,1,9991,0,1,140,1,37,37,4,9,100,0,0,0,0,0,0,31,0,2,6,10,4,11.75,0,0,5,6,1,10,0,12.7,3.7,-1.7,Dropout
2,39,1,9853,1,1,133.1,1,37,37,5,5,116.5,0,0,0,1,0,0,34,0,0,7,11,1,10,0,0,7,7,1,13,0,16.2,0.3,-0.92,Dropout
1,1,1,9238,1,1,128,1,19,19,9,9,120,0,0,0,1,0,1,18,0,0,6,8,6,13.5,0,0,6,9,6,12.83333333,0,11.1,0.6,2.02,Graduate
1,1,3,9238,1,1,117,1,19,19,9,9,117,1,0,1,1,0,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
1,53,1,9670,1,42,140,1,19,37,3,6,140,1,0,1,1,0,0,21,0,0,6,12,1,12,0,0,6,11,1,11,0,8.9,1.4,3.51,Enrolled
1,1,2,9853,1,1,124,1,38,37,5,3,118.1,1,0,0,0,0,0,18,0,0,6,11,3,13,0,0,6,10,5,11.8,0,9.4,-0.8,-3.12,Dropout
1,1,1,9254,1,1,158,1,19,39,4,8,153.5,1,0,0,1,0,0,20,0,0,6,7,6,14.83333333,0,0,6,6,6,16,0,11.1,0.6,2.02,Graduate
1,43,1,9773,1,1,137,1,38,37,9,5,127.9,1,0,0,1,0,0,20,0,0,6,6,6,11.83333333,0,0,6,7,6,12.85714286,0,15.5,2.8,-4.06,Graduate
1,17,3,9670,1,1,123,1,38,38,7,8,118.8,1,1,0,1,0,1,18,0,0,6,10,5,12,0,0,6,11,5,12.33333333,0,11.1,0.6,2.02,Graduate
1,1,1,9238,1,1,126,1,38,38,7,8,126.7,1,0,0,1,0,0,19,0,0,6,11,4,12.75,0,0,6,7,6,11.33333333,0,7.6,2.6,0.32,Graduate
1,43,1,9085,1,1,170,1,19,19,5,1,170,1,0,0,1,0,0,19,0,0,5,5,0,0,5,0,5,7,4,14.75,1,12.7,3.7,-1.7,Enrolled
4,39,1,9130,1,1,133.1,1,3,1,5,5,110,1,0,0,1,0,1,30,0,0,6,7,0,0,0,0,6,16,1,10,0,11.1,0.6,2.02,Dropout
1,17,1,9238,1,1,115,1,19,38,5,5,115,1,0,0,1,0,0,19,0,0,6,6,6,12,0,0,6,7,6,12.85714286,0,11.1,0.6,2.02,Graduate
1,1,3,9556,1,1,132,1,38,37,7,7,119,1,0,0,1,0,0,19,0,0,7,9,7,11.67777778,0,0,8,8,8,13.8,0,12.7,3.7,-1.7,Graduate
1,1,4,9500,1,1,132,1,1,37,4,7,121.8,1,0,0,1,0,1,19,0,0,8,8,7,13.6,0,0,8,8,7,13.6,0,12.7,3.7,-1.7,Graduate
1,1,1,9085,1,1,143,1,19,38,9,9,133.4,1,0,0,1,0,0,19,0,0,6,7,6,16,0,0,6,8,6,15.875,0,12.4,0.5,1.79,Graduate
1,1,3,9238,1,1,137,1,1,1,3,3,131.4,1,0,0,1,0,0,20,0,0,6,9,5,11.8,0,0,6,7,6,11.5,0,7.6,2.6,0.32,Graduate
1,42,1,9119,1,1,130,1,19,37,9,3,135,0,0,1,1,1,0,25,0,0,5,5,0,0,0,2,6,7,2,14,0,13.9,-0.3,0.79,Dropout
1,1,2,9773,1,1,121,1,19,19,9,9,122.8,0,0,0,1,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
2,39,1,9853,1,1,130,1,37,19,7,3,140,0,0,1,1,0,1,34,0,0,6,7,6,16.14285714,0,0,6,10,6,16.2,0,9.4,-0.8,-3.12,Graduate
1,18,2,9500,1,1,135,1,38,37,9,5,125.3,1,0,0,1,0,1,18,0,0,8,8,7,11.78571429,0,0,8,8,7,11.78571429,0,12.7,3.7,-1.7,Graduate
1,1,6,9500,1,1,137,1,1,1,4,5,126.3,1,0,0,1,0,1,18,0,0,8,8,8,13.42375,0,0,8,8,8,13.42375,0,9.4,-0.8,-3.12,Graduate
1,1,1,9670,1,1,100,1,38,38,9,10,100,0,0,0,1,0,0,20,0,0,6,8,6,12.5,0,0,6,10,5,14.16666667,0,11.1,0.6,2.02,Graduate
1,17,2,9500,1,1,127,1,19,37,9,7,121.3,1,0,0,1,0,1,20,0,0,8,8,7,12.46428571,0,0,8,8,7,12.46428571,0,10.8,1.4,1.74,Graduate
1,53,1,9991,0,1,140,1,38,38,191,193,135,0,0,1,1,0,0,23,0,6,11,18,8,12.375,0,3,9,15,5,12.6,0,8.9,1.4,3.51,Enrolled
1,39,1,9670,1,1,140,1,37,37,6,6,120,0,0,0,1,0,0,28,0,0,6,8,1,10,0,0,6,9,0,0,0,10.8,1.4,1.74,Dropout
1,17,1,9773,1,1,121,1,37,19,9,10,113.7,0,0,0,1,0,0,18,0,0,6,8,5,12.6,0,0,6,10,6,12.42857143,0,15.5,2.8,-4.06,Enrolled
1,43,1,9147,1,1,131,1,19,38,9,9,129.7,1,0,0,1,0,0,19,0,0,5,5,5,12.6,0,0,5,6,4,12.4,0,16.2,0.3,-0.92,Graduate
2,1,1,9147,1,1,151,1,38,37,9,8,132.1,1,0,0,1,0,0,34,0,0,5,7,2,10,0,0,5,6,4,12,0,7.6,2.6,0.32,Dropout
2,51,1,9853,1,1,130,1,37,37,7,8,120.3,0,0,0,1,0,0,35,0,0,7,7,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,7,1,9991,0,40,120,1,37,37,9,7,120,0,0,0,1,0,0,32,0,0,5,7,5,11.6,0,0,5,8,5,12.33333333,0,12.4,0.5,1.79,Graduate
1,17,2,9254,1,1,136,1,19,19,4,7,123.1,1,0,0,1,0,0,19,0,0,6,8,6,12.16666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,Graduate
1,17,5,9670,1,1,125,1,1,19,9,7,119.4,1,0,0,1,0,0,18,0,0,6,10,4,13.6,0,0,6,7,5,12.66666667,0,11.1,0.6,2.02,Graduate
2,39,1,9147,1,1,133.1,1,37,37,9,9,140,0,0,0,0,0,0,35,0,0,5,8,4,12.5,1,0,5,8,5,11.8,0,9.4,-0.8,-3.12,Dropout
1,39,1,8014,0,1,133.1,1,1,12,4,5,116.5,0,0,0,1,1,1,24,0,0,6,6,4,12.25,0,0,6,10,4,11.5,0,12.4,0.5,1.79,Enrolled
1,17,1,9238,1,1,120,1,19,37,9,9,113,1,0,0,1,0,1,20,0,0,6,7,6,11.71428571,0,0,6,8,6,12.625,0,13.9,-0.3,0.79,Graduate
1,1,3,9773,1,1,143,11,19,19,4,9,133.9,1,0,0,1,1,1,18,1,0,6,7,6,13.5,0,0,6,7,6,13,0,16.2,0.3,-0.92,Graduate
1,1,3,9500,1,1,133.1,1,38,19,7,9,115.5,1,0,0,1,1,1,20,0,0,8,8,7,13.02428571,0,0,8,8,7,13.02428571,0,10.8,1.4,1.74,Graduate
1,17,5,9254,1,1,121,1,1,19,4,7,116.5,1,0,0,0,1,0,18,0,0,6,12,0,0,0,0,6,0,0,0,0,9.4,-0.8,-3.12,Dropout
1,1,1,9119,1,1,168,1,19,19,4,4,171.2,0,0,0,1,1,1,18,0,0,5,6,5,17.33333333,0,0,5,8,5,18.57142857,0,12.4,0.5,1.79,Graduate
1,1,1,9670,1,1,124,1,19,37,5,7,119.1,0,0,0,1,1,1,20,0,0,5,7,4,11,0,0,5,7,4,11.5,0,9.4,-0.8,-3.12,Graduate
1,17,2,9853,1,1,127,1,19,38,3,3,121.1,1,0,0,1,1,0,19,0,0,7,10,6,13.66666667,0,0,7,9,6,12.5,0,12.4,0.5,1.79,Dropout
1,1,2,9070,1,1,129,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled
1,1,1,9238,1,1,137,1,19,1,9,9,132.8,0,0,0,1,1,0,19,0,0,6,6,6,12.83333333,0,0,6,8,6,11.83333333,0,10.8,1.4,1.74,Graduate
1,1,1,9773,1,1,120,1,36,37,0,0,126.7,1,0,0,1,1,0,20,0,0,6,9,5,12.6,0,0,6,11,4,11.5,0,7.6,2.6,0.32,Graduate
1,1,1,9500,1,1,110,1,19,19,9,7,105.8,1,0,0,1,1,0,22,0,0,7,8,6,14.33333333,0,0,8,9,7,13.77142857,0,11.1,0.6,2.02,Graduate
1,17,2,9119,1,1,120,1,1,19,9,8,117.2,0,0,0,1,1,1,18,0,0,5,8,4,13.5,0,0,6,10,6,13.625,0,11.1,0.6,2.02,Enrolled
1,1,1,9500,1,1,143,1,38,38,9,9,140,0,0,0,1,1,0,19,0,0,8,8,7,14.28571429,0,0,8,8,7,14.28571429,0,12.7,3.7,-1.7,Graduate
1,44,1,9003,1,39,120,1,1,19,9,7,120,0,0,0,1,1,0,22,0,2,6,15,3,11.75,0,0,6,12,2,10,0,13.9,-0.3,0.79,Dropout
1,17,5,9119,1,1,124,11,4,12,2,9,119.5,1,0,0,1,1,0,20,1,0,5,5,5,14.8,0,0,5,5,5,17.6,0,8.9,1.4,3.51,Graduate
2,39,1,9003,1,1,168,1,1,41,9,3,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
2,39,1,8014,0,19,133.1,1,1,1,4,4,130,0,0,0,1,1,0,24,0,0,6,14,1,10,0,0,5,5,0,0,0,16.2,0.3,-0.92,Dropout
1,39,2,9670,1,1,150,1,34,34,0,0,107,1,0,0,1,1,0,26,0,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
1,39,1,9500,1,1,140,1,37,37,9,6,132.8,0,0,0,1,1,0,35,0,0,7,10,4,12.6,0,0,7,9,5,12.38,0,12.4,0.5,1.79,Dropout
1,1,1,9991,0,1,145,1,2,37,4,9,127.5,1,0,0,1,1,0,22,0,0,5,9,5,12.42857143,1,0,5,7,5,11.8,0,7.6,2.6,0.32,Graduate
1,18,1,9254,1,1,118,1,38,38,5,5,123.3,1,0,0,1,1,0,26,0,0,6,10,4,10,0,0,6,11,3,12,0,9.4,-0.8,-3.12,Enrolled
1,17,1,9147,1,1,123,1,1,19,3,4,122,0,0,0,1,1,0,19,0,0,5,7,3,12.33333333,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
1,1,5,9254,1,1,120,1,3,19,3,9,114.8,1,0,0,0,1,0,19,0,0,6,0,0,0,0,0,6,0,0,0,0,8.9,1.4,3.51,Dropout
1,44,1,171,1,39,140,1,3,3,2,2,140,0,0,1,1,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Graduate
1,51,1,9670,1,1,126,1,3,3,1,10,111,0,0,1,1,1,0,21,0,5,11,12,10,12.1,0,2,8,9,8,13.33333333,0,11.1,0.6,2.02,Graduate
1,1,2,9773,1,1,137,1,1,19,7,7,133.2,1,0,0,1,0,1,19,0,0,6,7,6,14.71428571,0,0,6,6,6,15,0,13.9,-0.3,0.79,Graduate
1,1,3,9773,1,1,130,1,19,19,9,9,123,1,0,0,1,0,0,18,0,0,6,6,6,12.66666667,0,0,6,7,6,12.83333333,0,12.7,3.7,-1.7,Graduate
1,53,1,9003,1,42,150,1,1,38,8,8,150,0,0,0,1,0,1,23,0,7,12,14,12,14.38461538,0,5,10,12,10,13.3,0,8.9,1.4,3.51,Graduate
1,17,3,9147,1,1,147,1,19,38,5,7,132.3,1,0,0,1,0,1,18,0,0,5,5,5,13.4,0,0,5,6,5,12.2,0,12.7,3.7,-1.7,Graduate
1,18,1,9500,1,1,140,1,37,38,5,7,126,1,0,0,1,0,0,18,0,0,8,8,7,13.31428571,0,0,8,8,7,13.31428571,0,12.7,3.7,-1.7,Graduate
1,1,3,9500,1,1,132,1,38,38,9,9,119.3,1,0,0,1,0,0,19,0,0,8,8,7,11.98857143,0,0,8,8,7,11.98857143,0,10.8,1.4,1.74,Graduate
1,53,1,9147,1,42,130,1,1,19,143,172,133.8,1,0,0,1,0,0,21,0,6,11,17,11,11.54545455,0,3,9,13,8,12.88888889,0,8.9,1.4,3.51,Graduate
1,1,1,9085,1,1,130,1,37,37,9,6,126.5,1,0,0,1,0,1,18,0,0,6,13,6,16.46153846,0,0,6,8,6,13.875,0,15.5,2.8,-4.06,Graduate
1,1,1,9773,1,1,151,1,38,37,9,5,138.4,1,0,0,1,0,1,24,0,0,6,7,6,13.66666667,0,0,6,6,6,12.83333333,0,10.8,1.4,1.74,Graduate
1,1,4,9500,1,1,144,1,3,39,2,3,129,1,0,0,1,0,0,18,0,0,7,8,7,12.65,0,0,8,9,8,13.41111111,0,16.2,0.3,-0.92,Dropout
1,1,1,9670,1,1,127,1,19,1,5,7,118.3,1,0,0,1,0,0,18,0,0,6,7,6,12.33333333,0,0,6,10,3,12,0,13.9,-0.3,0.79,Enrolled
1,17,2,9500,1,1,131,1,19,37,9,7,129.8,1,0,0,1,0,0,20,0,0,7,8,6,14.37,0,0,8,10,7,14.65,0,12.4,0.5,1.79,Graduate
1,17,2,9085,1,1,123,1,1,19,4,9,113.6,1,0,0,1,0,0,19,0,0,5,13,3,12,2,0,5,8,4,11.75,0,9.4,-0.8,-3.12,Enrolled
1,1,5,9773,1,1,130,1,34,38,0,8,128.3,1,0,0,0,0,1,18,0,0,6,12,3,12,0,0,6,15,3,10.66666667,0,7.6,2.6,0.32,Dropout
1,43,1,9254,1,1,130,1,1,19,5,7,130,0,0,0,1,0,1,19,0,0,6,11,4,12,0,0,6,14,3,11,0,10.8,1.4,1.74,Dropout
1,17,2,9853,1,1,131,1,1,38,4,8,121.9,1,0,0,1,0,0,19,0,0,6,10,5,12.6,0,0,6,7,5,11.2,0,10.8,1.4,1.74,Graduate
1,1,5,9238,1,3,135,1,1,38,9,3,129.4,0,0,1,1,0,0,18,0,0,6,6,6,12.16666667,0,0,6,6,6,12.33333333,0,10.8,1.4,1.74,Graduate
1,1,2,9853,1,1,123,1,19,1,194,103,115.3,1,0,0,1,0,0,20,0,0,7,8,6,13.5,0,0,7,8,6,14,0,11.1,0.6,2.02,Enrolled
