Data,X1,X2,X3,X4,X5,X6,X7,X8,Outcome
VG_GAN,-0.30571565,-0.66459125,-0.3491057,-0.5998876,-0.03327798,0.6585722,-0.092105776,0.6163553,0
VG_GAN,-0.94406086,0.83545166,-0.9126393,0.86902106,0.731192,0.96541494,0.795966,0.97976494,1
VG_GAN,1.6394392,-1.1320688,1.8067961,-1.2270808,-1.7013819,1.0460175,-1.619771,1.0421633,1
VG_GAN,-1.4009849,-1.7652582,-1.2556878,-1.8580205,0.4914506,-2.3444214,0.6481517,-2.2663252,1
VG_GAN,-1.3777554,-1.3093767,-1.4076525,-1.2046096,1.3197485,1.2252046,1.2841346,1.2130542,1
VG_GAN,0.66603255,0.30364382,0.672464,0.35912955,0.6191939,0.61829907,0.5695877,0.59790003,0
VG_GAN,0.64118904,0.5644204,0.64415675,0.63363,0.69871765,0.62942636,0.62995285,0.60416555,0
VG_GAN,-1.395686,0.6196453,-1.3971741,0.7112318,1.5944983,0.39031476,1.600275,0.399793,1
VG_GAN,-1.263905,0.7403016,-1.3176852,0.83369243,0.8915456,-1.2395641,0.8373969,-1.2600002,1
VG_GAN,1.6081209,1.0088737,1.5056838,1.1672451,0.1507383,2.02237,-0.07667296,1.9122382,1
VG_GAN,1.6663675,-1.3017646,1.9455637,-1.455132,-1.5639051,2.1278381,-1.3308134,2.1742196,1
VG_GAN,0.11370958,-0.34547696,0.19419277,-0.38166532,-0.13572326,-0.35780427,-0.07410708,-0.33386865,0
VG_GAN,0.41668457,-0.29150012,0.4468193,-0.264911,0.21919596,0.44417006,0.20777059,0.43731374,0
VG_GAN,1.6312878,0.84140104,1.577968,0.9556883,0.43600133,-1.9026694,0.29347932,-1.9851038,1
VG_GAN,1.2493643,0.75797,1.301151,0.8505766,1.4464692,0.97692996,1.3755617,0.956162,1
VG_GAN,-0.19778883,0.09021367,-0.22275901,0.10037193,-0.5488809,-0.16409785,-0.5554105,-0.17621166,0
VG_GAN,0.8150619,-1.1065941,0.94315463,-1.1487634,0.112660825,1.4446782,0.2070325,1.4567362,0
VG_GAN,-0.7284066,0.0742049,-0.7524714,0.09688093,-0.4610673,0.5027429,-0.46298656,0.48841944,0
VG_GAN,-0.9228137,0.64314973,-0.92421633,0.6543583,-0.61661875,0.88740456,-0.5815895,0.8835157,0
VG_GAN,0.3172102,-0.9316177,0.38055778,-0.9026372,0.60535103,1.1145514,0.6184889,1.0977038,0
VG_GAN,-0.8127567,-1.2189299,-0.77006966,-1.1748099,1.213435,0.7472783,1.2449611,0.7646897,1
VG_GAN,-0.5763255,0.038151857,-0.5639131,0.04656168,0.08273341,-1.0069867,0.09808896,-0.999766,0
VG_GAN,1.057053,-1.3712643,1.3509425,-1.5523932,-1.1729702,1.6547713,-0.89145535,1.7237039,1
VG_GAN,0.49650016,-0.64006877,0.5320235,-0.64387816,-0.14763004,-0.98213816,-0.1843152,-1.0003603,0
VG_GAN,-1.1251929,0.35447514,-1.1180314,0.36585134,-0.5951644,1.0462346,-0.5530974,1.0468647,0
VG_GAN,0.2673448,-2.719545,0.4490215,-2.8049908,-2.1702237,1.8951964,-2.0257251,1.8815281,1
VG_GAN,-0.39237222,-1.9544694,-0.38774788,-1.820024,1.4755439,1.5553032,1.395449,1.5186307,1
VG_GAN,0.70037735,-0.5090817,0.806509,-0.5132362,0.66866165,0.69140744,0.7156021,0.70555913,0
VG_GAN,-2.5354047,-0.96746266,-2.4732735,-1.0573878,-0.5654665,-2.543327,-0.430654,-2.4857712,1
VG_GAN,-0.9323626,0.5366708,-1.000003,0.63152575,0.57566047,-0.9460118,0.49203557,-0.97725296,0
VG_GAN,-0.67883843,-1.0730534,-0.74760455,-1.0319693,-0.9892683,-0.81266516,-1.0500689,-0.8555465,0
VG_GAN,1.1283933,0.8414925,1.0822536,0.94684833,0.4415208,1.5247616,0.31223878,1.4625216,1
VG_GAN,-0.052801646,-1.1667717,0.006772943,-1.1754749,-0.74253863,1.0143154,-0.6924115,1.0024471,0
VG_GAN,1.1187086,-0.647303,1.2052472,-0.6362482,1.0228691,-0.7870385,0.9805914,-0.79802287,1
VG_GAN,-0.5959672,-0.85893834,-0.7764658,-0.7135292,-0.84938544,-0.32555732,-1.0507789,-0.42755243,0
VG_GAN,-1.6952777,0.9798099,-1.7540244,1.0895793,1.015154,-2.0081267,0.94902533,-2.0297174,1
VG_GAN,-0.90843624,0.050988786,-0.8992798,0.092056625,0.8398348,0.36524573,0.8463726,0.37433237,0
VG_GAN,-0.25661248,-1.3085763,-0.26219895,-1.2065825,0.9754927,1.0768026,0.90542006,1.0420213,1
VG_GAN,-0.55232465,-0.8956022,-0.5615152,-0.8315427,0.7887204,0.60550606,0.76226383,0.59397745,0
VG_GAN,-0.7138941,2.1640143,-0.6922674,2.1742818,-0.60829985,-2.2314074,-0.5279952,-2.2311585,1
VG_GAN,-0.53482246,-1.5654308,-0.49854666,-1.6195107,-1.5223643,-0.9734888,-1.4620736,-0.97261524,1
VG_GAN,0.10477813,-1.7783436,0.23970887,-1.84344,-1.4906119,1.3127831,-1.3644129,1.3122487,1
VG_GAN,-0.9541072,-0.23175102,-1.009794,-0.15094385,0.9441271,-0.33748126,0.87182546,-0.35572645,0
VG_GAN,0.19297244,-1.3916237,0.24824181,-1.3663764,0.3232933,1.4588681,0.34529144,1.443243,0
VG_GAN,0.33788955,-1.0175606,0.4765883,-1.0933404,-0.7743615,1.0013708,-0.64909536,1.0173342,0
VG_GAN,0.6537795,-0.34856313,0.67659986,-0.31696755,0.5236747,-0.29547894,0.46333435,-0.31884933,0
VG_GAN,1.96194,-1.5505387,1.8604952,-1.4633794,-0.8880575,-1.997304,-1.1588385,-2.1493084,1
VG_GAN,-0.31850013,1.1657355,-0.3490367,1.2253451,0.20290549,-1.2582668,0.18050165,-1.2838285,1
VG_GAN,-0.7352628,0.28990254,-0.7665282,0.33883616,0.22041695,-0.67831546,0.17950961,-0.6902845,0
VG_GAN,-1.2500165,1.7367742,-1.2556726,1.757894,-1.2885234,1.541286,-1.2290634,1.5296049,1
VG_GAN,-0.38066807,-1.1089007,-0.38684753,-1.0759425,-0.85471725,0.77895296,-0.8710859,0.73806834,0
VG_GAN,-1.1396642,0.3197906,-1.0475606,0.3156368,1.032427,0.9628244,1.145054,1.0087128,0
VG_GAN,-1.5034727,-0.021997377,-1.5470166,-0.026914544,-1.0826998,-1.1121991,-1.0640084,-1.1146835,1
VG_GAN,0.47089276,1.3760617,0.54314715,1.3796151,0.9022585,-1.0170585,0.97477,-0.9990413,0
VG_GAN,-1.2820759,0.20988262,-1.278856,0.22026855,-0.80688554,1.1289334,-0.7682406,1.1233033,0
VG_GAN,-1.2200127,-1.3630984,-1.1801057,-1.3167515,1.6395462,0.5404906,1.6846886,0.5685334,1
VG_GAN,0.22664508,1.4883697,0.2804334,1.4091206,-1.396262,-0.7743979,-1.2522014,-0.75376785,1
VG_GAN,-0.62745833,0.006492827,-0.6145612,0.000217073,-0.40109107,0.50634634,-0.36277848,0.5095513,0
VG_GAN,-1.5315759,-0.5286576,-1.5578921,-0.4568423,0.53453326,1.8206664,0.5295736,1.8080705,1
VG_GAN,1.2201318,0.47249538,1.1755772,0.55598116,-0.2776265,1.2169183,-0.4002474,1.1518155,0
VG_GAN,1.2448993,0.8223876,1.3668993,0.80828446,1.3412104,-0.8147256,1.3965834,-0.7872876,1
VG_GAN,-1.0429293,-0.14880395,-1.0595946,-0.09214994,1.0299299,-0.45469248,0.99853045,-0.45420715,0
VG_GAN,1.5195544,0.9878834,1.4519272,1.0422015,-1.0480512,-1.2133616,-1.1377399,-1.2959641,1
VG_GAN,-0.2295801,-1.0597169,-0.27060428,-0.9652141,0.45204756,1.0971117,0.37271073,1.0467179,0
VG_GAN,-1.8577471,0.32781592,-1.8448017,0.41176945,1.5801654,1.1767342,1.6057518,1.1957318,1
VG_GAN,-0.83442694,-1.0090477,-0.7866334,-1.0333056,0.3281241,-1.3151212,0.37945816,-1.2871233,0
VG_GAN,-0.7441724,0.16642646,-0.7502854,0.19793895,0.26020196,-0.46410877,0.24896553,-0.46211717,0
VG_GAN,1.1268986,-0.027830869,1.103271,0.04072702,0.336708,1.0710375,0.251359,1.0254616,0
VG_GAN,0.96236503,-0.66918063,1.1110648,-0.75028074,-0.8040497,1.1427546,-0.6743238,1.1714425,0
VG_GAN,-1.7196798,-0.808787,-1.6884046,-0.8083841,0.7762028,-1.423408,0.8009429,-1.397886,1
VG_GAN,-0.29648668,0.97141534,-0.3197205,1.0270753,0.397406,-0.8877313,0.37718573,-0.90531147,0
VG_GAN,-1.4458653,0.21876119,-1.4245694,0.27110785,1.1460016,0.9860996,1.1805913,1.0049037,0
VG_GAN,1.3616068,1.8434803,1.402355,1.9899881,1.9869668,1.3524833,1.853817,1.3108566,1
VG_GAN,-1.7687981,-0.4532445,-1.8221526,-0.453346,-1.1294228,-1.2484758,-1.1231676,-1.2563323,1
VG_GAN,0.3637637,1.5378025,0.41765597,1.4848952,-1.0106294,-1.2488214,-0.8956248,-1.2385347,1
VG_GAN,1.8826324,1.5126173,1.8927006,1.5471225,-2.1006105,1.4460399,-2.190467,1.3757885,1
VG_GAN,0.52102256,0.58822167,0.55153805,0.5488366,-0.7948766,-0.38270864,-0.7419954,-0.3811094,0
VG_GAN,-1.5051862,0.9572996,-1.4877427,1.0568154,1.8443292,0.511046,1.8717501,0.5248836,1
VG_GAN,0.27338406,1.6240524,0.31689814,1.5852134,-0.9113895,-1.3900769,-0.8089937,-1.3852843,1
VG_GAN,-0.59982455,0.76290065,-0.60979646,0.7821693,-0.35541272,-0.94070077,-0.3493154,-0.94498694,0
VG_GAN,1.352396,0.8603454,1.3174696,0.9147476,-0.9739244,0.86136585,-1.0924271,0.7908975,1
VG_GAN,1.2805513,-0.80341434,1.3455064,-0.84619707,-1.6167592,-0.057003833,-1.6468946,-0.09563942,1
VG_GAN,-0.01513654,0.8867081,0.13829838,0.82304245,0.9458803,0.33701244,1.1098133,0.40914628,0
VG_GAN,-1.1910753,-1.5638968,-1.2554529,-1.4462099,-0.7656302,1.7575305,-0.8746839,1.6634363,1
VG_GAN,0.17987075,-0.3467553,0.24909118,-0.36079386,0.22679862,-0.03679674,0.26860732,-0.017908819,0
VG_GAN,1.1400049,1.0897881,1.1670965,1.0370133,-1.3476635,-1.0314426,-1.2732711,-1.047055,1
VG_GAN,-0.55067265,-1.1730961,-0.5562254,-1.1404221,0.8045006,-0.89327514,0.7815581,-0.8935602,0
VG_GAN,-0.90597653,1.0918534,-0.936514,1.1129768,-1.1496048,0.5990009,-1.1333671,0.58324575,0
VG_GAN,0.8032869,0.8821092,0.8299237,0.840734,-0.91451496,-0.6653196,-0.85324347,-0.67278147,0
VG_GAN,1.3204993,0.6068484,1.2857558,0.72098124,0.6533481,1.4511743,0.5183512,1.3887148,1
VG_GAN,1.8231889,-0.33786362,1.8383156,-0.3504474,-1.6480169,-0.43987584,-1.6936629,-0.49376377,1
VG_GAN,-0.6649064,0.6280514,-0.70234215,0.6775224,-0.4644248,-0.6730005,-0.50265056,-0.69095826,0
VG_GAN,-1.0435401,0.96500677,-1.0975789,1.0836627,1.1014563,-1.1261811,1.032614,-1.1494534,1
VG_GAN,-0.72975075,0.6492103,-0.69718736,0.67027676,0.6114173,0.68535537,0.66787016,0.7006552,0
VG_GAN,-1.2069681,-1.0174627,-1.369903,-0.905237,-1.114735,-0.7892979,-1.2672049,-0.87110007,1
VG_GAN,-0.72461706,-0.94787186,-0.77093285,-0.8766092,-0.5786486,0.8490836,-0.65336245,0.7856859,0
VG_GAN,-0.69678843,-1.3106567,-0.8080145,-1.2106707,-1.4478903,0.051668633,-1.5723948,-0.0352709,1
VG_GAN,-1.0869448,0.6603623,-1.158391,0.68781006,-1.1717992,-0.5733308,-1.189827,-0.5951272,0
VG_GAN,0.9672888,-0.9180784,1.127065,-1.0239828,-1.3013164,0.6173576,-1.1840916,0.6333467,0
VG_GAN,0.33357245,-1.9299451,0.32909423,-1.8306732,0.15017857,2.2564454,0.06335845,2.1859205,1
VG_GAN,-1.5177041,0.26214755,-1.5149597,0.28491974,-0.65531,1.5183285,-0.61740726,1.512233,1
VG_GAN,-0.36761603,0.76835424,-0.37937847,0.79117817,-0.42393947,-0.92819464,-0.42299664,-0.9395548,0
VG_GAN,1.3635653,2.0866804,1.3794476,2.2572646,1.8478428,1.7048069,1.6792065,1.6454515,1
VG_GAN,-0.15482196,-1.3558073,-0.12521175,-1.3894503,-1.4073399,-0.6017847,-1.3686675,-0.6095239,0
VG_GAN,-0.6771837,-0.9122439,-0.72822666,-0.8345728,-0.52033746,0.93830776,-0.5867504,0.88059103,0
VG_GAN,0.5876786,-0.5222484,0.6438569,-0.5633048,-0.91657215,0.1057131,-0.8857592,0.103648014,0
VG_GAN,-1.2808678,0.18308476,-1.2725472,0.18939787,-0.8204624,1.1361989,-0.7761262,1.1329968,0
VG_GAN,-0.09085678,-1.0168874,-0.1282922,-0.91910475,0.44465658,1.0807188,0.35614932,1.0281961,0
VG_GAN,0.12916084,-0.7706078,0.237955,-0.84072435,0.084645346,-0.95324755,0.17908065,-0.9115473,0
VG_GAN,-0.21287999,0.30761084,-0.106048696,0.25564712,0.56108606,0.40771908,0.6881832,0.4560648,0
VG_GAN,-1.7126669,-0.42467573,-1.679156,-0.42177355,-0.825766,1.7659215,-0.7427943,1.7669961,1
VG_GAN,0.47293314,-0.810673,0.588431,-0.84952325,0.8893522,-0.47448367,0.9542867,-0.43903717,0
VG_GAN,-0.17694467,1.4120967,-0.20090985,1.4082592,-1.4488592,-0.22231278,-1.415901,-0.23738253,1
VG_GAN,2.3605947,1.7080953,2.291279,1.89468,0.9941759,2.9271574,0.7556312,2.8104467,1
VG_GAN,0.73716587,1.0404912,0.81127346,1.0689931,1.1994735,0.45690957,1.2047126,0.4670388,0
VG_GAN,-1.3126662,1.4496434,-1.3077643,1.4592173,-1.1635448,1.4423184,-1.0965575,1.4387894,1
VG_GAN,-0.020257242,1.672237,0.000158645,1.6108749,-1.6666932,-0.9447355,-1.5424212,-0.9372381,1
VG_GAN,-1.3160218,1.8077995,-1.3445435,1.8355148,-1.5894932,1.2302474,-1.5494843,1.2119321,1
VG_GAN,-1.1803805,-0.21332571,-1.1915331,-0.22764105,-0.7021589,-0.97068703,-0.6745312,-0.96455383,0
VG_GAN,-0.23294216,-1.0032772,-0.13386872,-1.061739,-1.0301903,0.5683389,-0.9049677,0.5868206,0
VG_GAN,0.85181576,-0.034993492,0.9271451,-0.012201048,0.96634114,0.36343002,0.9723289,0.3707708,0
VG_GAN,-1.3698297,-0.17231442,-1.3660529,-0.19581771,-0.515396,-1.2714626,-0.47027558,-1.2542992,1
VG_GAN,-0.71182185,-1.0704296,-0.64692867,-1.037821,1.0448161,0.97136205,1.0906501,0.99162495,0
VG_GAN,-0.54020554,-2.246231,-0.49446094,-2.2025056,-0.9899454,2.1853151,-0.98018575,2.1310072,1
VG_GAN,-0.6132183,-1.290975,-0.6312227,-1.2307146,-0.7486417,1.1689577,-0.79694986,1.107599,1
VG_GAN,-1.2364726,1.0331941,-1.2072963,1.044189,-0.40754634,1.6762474,-0.32387006,1.6852524,1
VG_GAN,1.1822553,-0.93602365,1.3709732,-1.0359824,-0.9794027,1.5286521,-0.81967926,1.5626309,1
VG_GAN,-0.6646326,-0.020399742,-0.674767,0.001069713,0.114553094,0.6695165,0.12243274,0.6646732,0
VG_GAN,-0.88547933,-1.2386074,-0.8973708,-1.2546256,-1.1688755,-1.1732116,-1.1534526,-1.1841443,1
VG_GAN,1.0400894,0.68381804,0.9805571,0.7749689,0.26202774,-1.2213051,0.1483682,-1.2892431,1
VG_GAN,-0.4065038,-1.0512441,-0.42223287,-1.0518799,-1.0254526,-0.71063656,-1.0315449,-0.7301066,0
VG_GAN,0.3383237,0.9774197,0.39584532,0.98970985,0.94781625,-0.6425596,0.9926838,-0.6268563,0
VG_GAN,0.7074702,-0.012242988,0.7398483,0.03002758,0.69515544,0.43426743,0.66592485,0.42561027,0
VG_GAN,-0.701588,-1.6480325,-0.48827535,-1.7541566,0.94697714,-1.6740422,1.1483417,-1.5744425,1
VG_GAN,-1.3727885,-0.09825863,-1.372808,-0.062134698,0.4606585,1.4684864,0.49449283,1.4731613,0
VG_GAN,0.8155237,-1.1578333,1.1142598,-1.2957008,1.4344641,0.36598963,1.7049491,0.48083204,0
VG_GAN,-1.4208487,-0.07342595,-1.4345613,-0.028928503,0.29031646,1.4770166,0.3058912,1.4723572,0
VG_GAN,-0.79656667,0.18176658,-0.81607187,0.19245458,-0.82512736,0.1646755,-0.81543255,0.15614359,0
VG_GAN,-1.3887677,-0.012163613,-1.4359051,0.09692241,1.5342035,-0.354418,1.4607759,-0.36215928,1
VG_GAN,0.6770771,0.9916632,0.737123,1.0256182,1.17276,-0.045755155,1.1573089,-0.044356942,0
VG_GAN,-0.8162087,0.30407232,-0.8322235,0.30586928,-0.580102,-0.6525101,-0.56669265,-0.6514785,0
VG_GAN,-0.75812495,-0.632007,-0.7383336,-0.6335145,0.24991637,-1.0527259,0.27264953,-1.0377456,0
VG_GAN,0.37199703,-1.0836726,0.4415319,-1.0385828,0.773995,0.999239,0.76748645,0.9868469,0
VG_GAN,-0.44583133,-0.6976626,-0.49565738,-0.6650727,-0.7338735,-0.45079052,-0.78010565,-0.48360017,0
VG_GAN,0.72971714,-0.070698164,0.74817395,-0.018935122,0.6018091,0.6115804,0.55748385,0.59184575,0
VG_GAN,-0.87682694,-0.08278041,-0.86684144,-0.064828694,0.16502894,0.33642885,0.18558015,0.34282774,0
VG_GAN,-0.7526087,0.5264901,-0.83834326,0.5750261,-0.8268839,-0.23431045,-0.876638,-0.2666492,0
VG_GAN,1.3116274,-0.92952573,1.4819608,-0.91183,1.0290194,1.5222863,1.0712178,1.5308421,1
VG_GAN,0.9139596,-0.81884074,1.0771785,-0.9058856,-0.75564015,1.2280353,-0.60702145,1.2630583,0
VG_GAN,1.4844298,1.4046432,1.5576032,1.3509288,-2.6598501,0.5637292,-2.636652,0.5396174,1
VG_GAN,-0.4161704,1.1720123,-0.43426746,1.2462432,0.9294462,-0.79106754,0.9143828,-0.7998165,1
VG_GAN,0.99040407,-0.039919816,0.9688144,0.026849363,0.22961988,1.1305482,0.1517602,1.0890561,0
VG_GAN,2.2082534,0.6383235,2.1760705,0.63456583,-1.9805585,-1.4002112,-2.0494027,-1.4895738,1
VG_GAN,0.618309,1.5208985,0.7158585,1.4072864,-1.4555279,-0.82409227,-1.2690809,-0.78885496,1
VG_GAN,-0.21783036,-0.6661591,-0.25479457,-0.6016002,0.2493719,0.6554834,0.1946764,0.6187495,0
VG_GAN,-0.36198768,2.3546257,-0.45105416,2.3956473,-2.0570762,-0.20051444,-2.0641518,-0.2493048,1
VG_GAN,0.33927605,-1.030815,0.34949535,-1.026098,-1.2020783,0.28923225,-1.2147655,0.25648662,0
VG_GAN,-0.9030753,-1.427699,-1.044414,-1.3279967,-1.3555431,-0.83235157,-1.4986794,-0.9170424,1
VG_GAN,0.8457338,0.5500832,0.92157936,0.54764175,0.9111058,-0.35307115,0.94768375,-0.3368821,0
VG_GAN,-0.32664344,-0.5462438,-0.36148816,-0.49862432,-0.27907744,0.43888846,-0.3224103,0.40270302,0
VG_GAN,0.09917978,-1.0172478,0.13974524,-1.0287099,-1.0350275,0.55673814,-1.0037398,0.5393635,0
VG_GAN,1.505185,2.1238744,1.5601106,2.077941,-1.496251,-2.640597,-1.3963369,-2.6657424,1
VG_GAN,-0.5199457,0.37240094,-0.48675704,0.3538501,-0.2729311,0.5497828,-0.20729981,0.5654843,0
VG_GAN,1.4457515,-0.10453963,1.4153329,-0.014664322,0.005756615,1.5138241,-0.11082465,1.4508945,1
VG_GAN,-0.8387598,-0.8473306,-0.7966791,-0.87241435,0.06984107,-1.2949252,0.12190336,-1.2691607,0
VG_GAN,-1.0556011,-0.37353757,-1.0929164,-0.290912,0.6792763,1.0904659,0.63545865,1.0709199,0
VG_GAN,-0.31068832,-0.39921626,-0.32719564,-0.37527806,-0.049048178,-0.5483248,-0.076210395,-0.56051266,0
VG_GAN,0.26403943,-0.88726383,0.36361676,-0.9336892,-0.6252841,0.9021804,-0.53608054,0.9082571,0
VG_GAN,-0.85141635,-0.38347417,-0.8541337,-0.3548347,0.25141677,0.9993219,0.2681707,0.99506533,0
VG_GAN,-1.262038,1.2656759,-1.2337269,1.2549624,-0.30340058,-1.9663446,-0.22864847,-1.9428768,1
VG_GAN,0.7937287,0.6769668,0.8415755,0.7291155,1.1311427,0.42620796,1.0979745,0.42033672,0
VG_GAN,0.12276551,-1.5633036,0.17731133,-1.4873261,0.92161226,1.5168974,0.89665776,1.4902008,1
VG_GAN,-0.89343333,-0.17071666,-0.913136,-0.17091867,-0.5772801,-0.67146176,-0.57063425,-0.6737305,0
VG_GAN,-0.6661797,0.5837941,-0.73804176,0.67257875,0.39109686,-0.72070175,0.3085645,-0.7557932,0
VG_GAN,1.4620578,0.46279243,1.457198,0.52705395,0.7214655,-1.3897834,0.63346493,-1.4392134,1
VG_GAN,0.2513353,0.71503776,0.24448559,0.75019264,0.22558156,-0.6999444,0.2064509,-0.7181411,0
VG_GAN,1.2520866,0.85882187,1.2893788,0.8960615,0.89251435,-1.3344638,0.87529486,-1.353928,1
VG_GAN,-0.09548644,-1.0784277,-0.056610398,-1.0787022,-0.7609851,0.836949,-0.7493503,0.80779684,0
VG_GAN,-0.11191768,-2.55381,-0.04961881,-2.5123477,-1.2307487,2.4490473,-1.2299342,2.3848302,1
VG_GAN,-0.1448659,1.1474313,-0.15437537,1.1454434,-1.0943788,0.089123204,-1.0612853,0.07808413,0
VG_GAN,0.9193334,0.47186974,0.87110054,0.5583737,0.17155497,1.1905063,0.060320213,1.135693,0
VG_GAN,-0.7528387,-1.4388543,-0.7725727,-1.3947353,-1.6039027,0.8335158,-1.6247004,0.77739,1
VG_GAN,-0.8704609,0.19528641,-0.84886855,0.20585494,0.42971748,0.7325626,0.4791327,0.74805784,0
VG_GAN,-0.9578678,0.46925908,-0.99249387,0.5452553,0.81778735,-0.84213114,0.76702887,-0.85394835,0
VG_GAN,-1.202671,-1.9436783,-1.32401,-1.7912927,-1.4439561,1.3716024,-1.6315707,1.2397922,1
VG_GAN,0.7598099,-0.9362941,0.9339698,-1.0528622,-1.1022916,0.6856739,-0.9592564,0.7132082,0
VG_GAN,0.83977914,-0.59010863,0.88006735,-0.61672837,-1.0693008,-0.09733807,-1.0888684,-0.12261823,0
VG_GAN,0.80251807,0.49379557,0.7622558,0.559167,-0.23669167,0.8937032,-0.3315313,0.8441769,0
VG_GAN,-0.9448748,0.42862457,-0.98453104,0.45871544,-0.9300197,0.5751213,-0.93778914,0.55229867,0
VG_GAN,0.7385629,-0.73073375,0.72736466,-0.69486654,0.059064068,-1.0071886,-0.046160884,-1.0570699,0
VG_GAN,1.1487429,0.29031205,1.1053178,0.38117686,0.2919949,1.3077656,0.17710383,1.2500982,0
VG_GAN,0.33582556,-0.29742703,0.34834173,-0.28582317,-0.07402699,0.42249143,-0.0813305,0.4085899,0
VG_GAN,0.9280151,-0.35737652,0.9643286,-0.37314537,-1.0403391,0.19323446,-1.0697522,0.16265956,0
VG_GAN,1.2825686,-0.24972355,1.4314116,-0.27999806,1.3128039,-0.34502816,1.3689137,-0.31353852,1
VG_GAN,2.185251,0.79104096,2.2691436,0.8254429,1.3064384,-1.8974354,1.2733288,-1.9182587,1
VG_GAN,0.5051584,0.64697,0.4989894,0.6675667,-0.2925618,-0.96224654,-0.30665842,-0.98722243,0
VG_GAN,0.2585482,-0.25631267,0.24427992,-0.23442769,-0.2793853,0.07075825,-0.31082615,0.049577847,0
VG_GAN,-0.38683853,0.6330462,-0.40251547,0.69122654,0.7327875,-0.38148957,0.7120078,-0.3884028,0
VG_GAN,1.4021585,0.97557706,1.3963526,0.95435077,-1.4630976,-0.9642873,-1.452894,-1.0062357,1
VG_GAN,1.1963668,0.62217796,1.198574,0.75063926,1.2323248,0.9001679,1.0982277,0.85282636,1
VG_GAN,-1.420365,-1.5480016,-1.4022259,-1.5233674,1.4932245,-1.3049924,1.5002062,-1.2853137,1
VG_GAN,-0.556761,-0.83104336,-0.72218513,-0.69709295,-0.73638886,-0.35869944,-0.922946,-0.4534048,0
VG_GAN,-0.05722659,-1.5527042,0.047674075,-1.5281034,1.4154888,0.9666957,1.4686513,0.98901796,1
VG_GAN,2.590097,-2.0001209,2.3807964,-1.8424997,-1.5303433,-2.4452832,-1.9599046,-2.6875544,1
VG_GAN,-0.8406699,0.48697495,-0.90408623,0.5980649,0.9697284,0.003173627,0.8843088,-0.022612482,0
YData1,0.82,0.41,0.82,0.4,-0.67,0.43,-0.66,0.43,0
YData1,0.21,-0.99,0.21,-0.99,0.8,0.62,0.8,0.63,0
YData1,-0.45,-1.95,-0.45,-1.95,-1.99,0.24,-1.99,0.24,1
YData1,-0.92,-0.38,-0.92,-0.39,-0.02,0.72,-0.09,0.72,0
YData1,-1.44,1.41,-1.48,1.44,-0.93,1.77,-0.93,1.77,1
YData1,0.93,-0.73,0.91,-0.73,-1.75,-0.35,-1.92,-0.34,0
YData1,-1.04,1.71,-1.04,1.68,-1.49,1.42,-1.49,1.42,1
YData1,-0.59,-0.64,-0.6,-0.64,-0.87,-0.5,-0.87,-0.5,0
YData1,0.86,-0.39,0.86,-0.38,0.91,0.69,0.87,0.68,0
YData1,0.74,-0.24,0.74,-0.24,0.72,0.69,0.72,0.69,0
YData1,0.04,-1,-0.03,-1,0.65,-0.8,0.65,-0.8,0
YData1,-0.89,0.46,-0.89,0.47,-0.78,-0.38,-0.78,-0.38,0
YData1,0.15,-0.99,0.12,-0.99,0.8,0.59,0.8,0.57,0
YData1,1.68,-1.33,1.66,-1.33,0.93,-0.36,0.93,-0.34,1
YData1,-0.92,0.4,-0.92,0.46,-0.92,-0.43,-0.91,-0.44,0
YData1,0.01,2,-0.05,2,0.03,1.87,0.03,1.87,1
YData1,-2,0,-2,0.02,-1.18,1.61,-1.41,1.65,1
YData1,-0.7,-0.64,-0.7,-0.64,-0.01,-2,-0.02,-2,0
YData1,-0.09,2,-0.09,2,-0.02,-2,0.02,-2,1
YData1,2,-1.31,2,-1.31,-1.1,-1.4,-1.12,-1.44,1
YData1,-0.96,0.24,-0.96,0.24,0.93,-0.82,0.93,-0.82,0
YData1,-0.21,-1.99,0.24,-1.99,-0.47,1.99,-0.46,1.99,1
YData1,-0.88,0.47,-0.88,0.46,-0.13,-0.96,-0.18,-0.99,0
YData1,1.12,-0.78,1.23,-0.77,-1.37,-1.46,-1.37,-1.46,1
YData1,0.5,0.42,0.5,0.44,0.57,0.96,0.58,0.96,0
YData1,-0.79,0.52,-0.79,0.57,-0.49,0.87,-0.49,0.87,0
YData1,2,1.23,2,1.23,-1.38,-1.63,-1.37,-1.59,1
YData1,0.98,0.21,0.95,0.21,-0.93,0.05,-0.94,0.05,0
YData1,1.8,0.62,1.78,0.57,0.99,-1.74,0.99,-1.69,1
YData1,1.78,-1.05,1.78,-1.07,-1.94,0.51,-1.92,0.51,1
YData1,-0.51,-0.86,-0.53,-0.86,-0.67,-0.74,-0.66,-0.75,0
YData1,0.74,0.41,0.74,0.41,0.51,0.65,0.51,0.64,0
YData1,0.47,-0.88,0.47,-0.87,0.55,-0.84,0.51,-0.84,0
YData1,-0.09,2,-0.09,2,0.7,-2,0.7,-2,1
YData1,-1.65,1.14,-1.63,1.16,-1.92,0.56,-1.92,0.52,1
YData1,2,-0.78,2,-0.78,1.38,1.45,1.38,1.45,1
YData1,-0.44,1.95,-0.44,1.98,-1.12,-1.4,-1.12,-1.25,1
YData1,-0.82,0.79,-0.82,0.79,-0.43,0.99,-0.46,0.99,0
